90692058	10001000095	36
90692058	10001001426	36
90692058	10001001427	36
90692058	10001001428	36
90692058	10001001404	36
90692058	10001001405	36
90692058	01001384	36
90692058	10001000029	36
90692058	10001000051	36
90692058	10001000052	36
90692058	10001000104	36
90692058	10001000105	36
90692058	10001000106	36
90692058	10001000053	36
90692058	10001000054	36
90692058	01000744	36
90692058	10001001107	36
90692058	10001001424	36
90692058	10001001425	36
90692058	7400202947	36
90692058	7400202948	36
90692058	01000863	36
90692058	01000466	36
90692058	01000467	36
90692058	7400302028	36
90692058	7402706795	36
90692058	10000023	36
90692058	7400210853	36
90692058	7400210854	36
90692058	7400210855	36
90692058	10001000024	36
90692058	10001000082	36
90692058	10001000084	36
90692058	10001000085	36
90692058	20000021	36
90692058	10001000037	36
90692058	10001000036	36
90692058	10001000023	36
90692058	10001000045	36
90692058	10001000035	36
90692058	10001000741	36
90692058	10001000742	36
90692058	7400207639	36
90692058	7400207640	36
90692058	01000563	36
90692058	01000604	36
90692058	01001164	36
90692058	01001165	36
90692058	01000564	36
90692058	01000721	36
90692058	01001150	36
90692058	01001151	36
90692058	7402707851	36
90692058	7402703182	36
90692058	7402703183	36
90692058	7402703184	36
90692058	7400210577	36
90692058	7400210578	36
90692058	7400210894	36
90692058	7400210895	36
90692058	7400210896	36
90692058	7400210897	36
90692058	7400210898	36
90692058	7400210899	36
90692058	7402701762	36
90692058	7402701763	36
90692058	01000362	36
90692058	01000363	36
90692058	01000923	36
90692058	01000964	36
90692058	10001001324	36
90692058	01001009	36
90692058	01001010	36
90692058	10001001325	36
90692058	01001744	36
90692058	01001745	36
90692058	01001746	36
90692058	10001001464	36
90692058	10001001465	36
90692058	01002284	36
90692058	01002285	36
90692058	10001001466	36
90692058	10001001467	36
90692058	01000103	36
90692058	01000285	36
90692058	01001152	36
90692058	01001153	36
90692058	01001154	36
90692058	10001002304	36
90692058	10001000008	36
90692058	10001000050	36
90692058	01000184	36
90692058	01000185	36
90692058	01001204	36
90692058	01001205	36
90692058	01000309	36
90692058	01000310	36
90692058	01000311	36
90692058	01000445	36
90692058	01000446	36
90692058	01000447	36
90692058	10001000046	36
90692058	10001000047	36
90692058	01000401	36
90692058	01000402	36
90692058	10001000121	36
90692058	10001000122	36
90692058	01000661	36
90692058	01000662	36
90692058	01000992	36
90692058	01000993	36
90692058	01000997	36
90692058	01001007	36
90692058	01001008	36
90692058	01000280	36
90692058	01000281	36
90692058	01000282	36
90692058	01000283	36
90692058	01000284	36
90692058	01000267	36
90692058	01000268	36
90692058	10001001444	36
90692058	10001001445	36
90692058	10001001446	36
90692058	10001001447	36
90692058	10001000032	36
90692058	10001000033	36
90692058	10001000034	36
90692058	10001000057	36
90692058	10001000058	36
90692058	10001000109	36
90692058	10001000063	36
90692058	10001000064	36
90692058	10001000065	36
90692058	10001000241	36
90692058	10001000011	36
90692058	10001000012	36
90692058	10001000009	36
90692058	10001000010	36
90692058	10001000055	36
90692058	10001000059	36
90692058	10001000038	36
90692058	10001000039	36
90692058	01000995	36
90692058	01000998	36
90692058	01000727	36
90692058	01000728	36
90692058	7430103031	36
90692058	7430103032	36
90692058	7400210958	36
90692058	7400210959	36
90692058	7400210960	36
90692058	7402702741	36
90692058	7402707833	36
90692058	7401225183	36
90692058	7401700652	36
90692058	7401700653	36
90692058	7402708295	36
90692058	7402708296	36
90692058	7402708297	36
90692058	7402703929	36
90692058	7402705019	36
90692058	7402706612	36
90692058	7402706805	36
90692058	7402706922	36
90692058	7402706923	36
90692058	7402706882	36
90692058	7402706883	36
90692058	7402706884	36
90692058	7402706885	36
90692058	7402706886	36
90692058	7402706887	36
90692058	7402706888	36
90692058	7402706889	36
90692058	7402706894	36
90692058	7402706895	36
90692058	7402706896	36
90692058	7402706897	36
90692058	7402706898	36
90692058	7402706899	36
90692058	7402706900	36
90692058	7402706901	36
90692058	7402707021	36
90692058	7402707022	36
90692058	7402707023	36
90692058	7402707024	36
90692058	7402707025	36
90692058	7402707026	36
90692058	7402707027	36
90692058	7402707028	36
90692058	7402707033	36
90692058	7402707034	36
90692058	7402707035	36
90692058	7402707036	36
90692058	7402707289	36
90692058	7402707290	36
90692058	7402707291	36
90692058	7402707292	36
90692058	7402707293	36
90692058	7402707294	36
90692058	7402707364	36
90692058	7402707365	36
90692058	7402707994	36
90692058	7402707361	36
90692058	7402707363	36
90692058	7402707366	36
90692058	7402707367	36
90692058	7402707416	36
90692058	7402707437	36
90692058	7402707508	36
90692058	7402707509	36
90692058	7402707824	36
90692058	7402707826	36
90692058	7402707827	36
90692058	7402707828	36
90692058	7402707829	36
90692058	7402707830	36
90692058	7402707831	36
90692058	7402707858	36
90692058	7402708302	36
90692058	7402708400	36
90692058	7402708855	36
90692058	7402709326	36
90692058	7402709327	36
90692058	7402709328	36
90692058	7402709329	36
90692058	7402709082	36
90692058	7402709083	36
90692058	7402709278	36
90692058	7402709279	36
90692058	7402709280	36
90692058	7402709281	36
90692058	7402709282	36
90692058	7402709283	36
90692058	7402709284	36
90692058	7402709285	36
90692058	7402709346	36
90692058	7402709347	36
90692058	7402709348	36
90692058	7402709349	36
90692058	7402709350	36
90692058	7402709351	36
90692058	7402709352	36
90692058	7402709353	36
90692058	7402709354	36
90692058	7402709355	36
90692058	7402709356	36
90692058	7402709357	36
90692058	7402709635	36
90692058	7402709636	36
90692058	7402709846	36
90692058	7402709847	36
90692058	7402710029	36
90692058	7402710030	36
90692058	7402710031	36
90692058	7402710032	36
90692058	7402710033	36
90692058	7402710034	36
90692058	7402710486	36
90692058	7402710487	36
90692058	7402710539	36
90692058	7402712424	36
90692058	7402712839	36
90692058	7402712840	36
90692058	7402712999	36
90692058	7402713002	36
90692058	7402713094	36
90692058	7402713095	36
90692058	7402713240	36
90692058	7402713241	36
90692058	7402713242	36
90692058	7402713243	36
90692058	7402713244	36
90692058	7402713245	36
90692058	7402713246	36
90692058	7402713247	36
90692058	7402713248	36
90692058	7402713249	36
90692058	7402713250	36
90692058	7402713251	36
90692058	7402713252	36
90692058	7402713253	36
90692058	7402713254	36
90692058	7402713255	36
90692058	7402713256	36
90692058	7402713257	36
90692058	7402713258	36
90692058	7402713259	36
90692058	7402713260	36
90692058	7402713261	36
90692058	7402713262	36
90692058	7402713263	36
90692058	7402713264	36
90692058	7402713265	36
90692058	7402713266	36
90692058	7402713267	36
90692058	7402713268	36
90692058	7402713269	36
90692058	7402713270	36
90692058	7402713271	36
90692058	7402713272	36
90692058	7402713273	36
90692058	7402713274	36
90692058	7402713275	36
90692058	7402713276	36
90692058	7402713277	36
90692058	7402713278	36
90692058	7402713279	36
90692058	7402713280	36
90692058	7402713281	36
90692058	7402713435	36
90692058	7402713436	36
90692058	7402713437	36
90692058	7402713438	36
90692058	7402713439	36
90692058	7402713569	36
90692058	7402713570	36
90692058	7402713571	36
90692058	7402713572	36
90692058	7402713573	36
90692058	7402713574	36
90692058	7440300324	36
90692058	7402709868	36
90692058	7402709869	36
90692058	7402709870	36
90692058	7402709871	36
90692058	7402709878	36
90692058	7402709879	36
90692058	7402709880	36
90692058	7402709881	36
90692058	7402709907	36
90692058	7402709908	36
90692058	7402709909	36
90692058	7402709910	36
90692058	7402712532	36
90692058	7402705646	36
90692058	7402705647	36
90692058	7402705648	36
90692058	7402705649	36
90692058	7402705650	36
90692058	7402705651	36
90692058	7402705652	36
90692058	7402705653	36
90692058	7400208658	36
90692058	7400208659	36
90692058	7400208660	36
90692058	7400208661	36
90692058	7402712531	36
90692058	7402712530	36
90692058	7402703206	36
90692058	7402703207	36
90692058	7402703208	36
90692058	7402711723	36
90692058	7400210982	36
90692058	7400210983	36
90692058	7400210984	36
90692058	7400210985	36
90692058	7402701736	36
90692058	7402701737	36
90692058	7402703410	36
90692058	7402703411	36
90692058	7402703428	36
90692058	7402703455	36
90692058	7402703456	36
90692058	7402703755	36
90692058	7402703756	36
90692058	7402703757	36
90692058	7402703758	36
90692058	7402704939	36
90692058	7402704940	36
90692058	7402704941	36
90692058	7402704942	36
90692058	7402704943	36
90692058	7402704944	36
90692058	7402709976	36
90692058	7402712317	36
90692058	7402712318	36
90692058	7402712319	36
90692058	7402712320	36
90692058	7402712321	36
90692058	7402712322	36
90692058	7402712323	36
90692058	7402712324	36
90692058	7402710565	36
90692058	7402710566	36
90692058	7402710567	36
90692058	7402710568	36
90692058	7402710573	36
90692058	7402710574	36
90692058	7402710575	36
90692058	7402710576	36
90692058	7402711486	36
90692058	7402711487	36
90692058	7402711488	36
90692058	7402711489	36
90692058	7402711490	36
90692058	7402711491	36
90692058	7402711492	36
90692058	7402711493	36
90692058	7402711494	36
90692058	7402711495	36
90692058	7402711496	36
90692058	7402711497	36
90692058	7400206893	36
90692058	7400206894	36
90692058	10000021	36
90692058	10000070	36
90692058	10000020	36
90692058	10000026	36
90692058	10000092	36
90692058	7400301944	36
90692058	7400301946	36
90692058	7400301970	36
90692058	10000130	36
90692058	7400301971	36
90692058	7400301972	36
90692058	7402708720	36
90692058	7402702333	36
90692058	7402702334	36
90692058	7402702335	36
90692058	7402702035	36
90692058	7402702036	36
90692058	7402702037	36
90692058	7402702033	36
90692058	7402702034	36
90692058	01001806	36
90692058	01001807	36
90692058	7400203157	36
90692058	7400204046	36
90692058	7400204353	36
90692058	7400204354	36
90692058	7400206062	36
90692058	7400206063	36
90692058	7400206806	36
90692058	7400206807	36
90692058	7400206808	36
90692058	7400208418	36
90692058	7400208419	36
90692058	7400208420	36
90692058	7400208421	36
90692058	7400203523	36
90692058	7400203524	36
90692058	7400208416	36
90692058	7400208417	36
90692058	7400206886	36
90692058	7400206887	36
90692058	7400207323	36
90692058	7400208504	36
90692058	7400208505	36
90692058	7400208615	36
90692058	7400208616	36
90692058	7400208775	36
90692058	7400208776	36
90692058	7400209512	36
90692058	7400209513	36
90692058	7400206888	36
90692058	7400206889	36
90692058	7400208203	36
90692058	7400208204	36
90692058	7400208770	36
90692058	7400208771	36
90692058	7400211082	36
90692058	7400211083	36
90692058	7400211084	36
90692058	7400211085	36
90692058	7400211086	36
90692058	7402705732	36
